0,1,2,3,4,5,6,7,8,9
0.130023641,0.033096927,0.101654846,0,0,0.044917258,0.690307329,0,423,TRUE
0.147402597,0.237012987,0.237012987,0,0,0.162337662,0.216233766,0,1540,FALSE
0.26622903,0.005105762,0.26622903,0,0,0.198395332,0.150984683,0.113056163,1371,FALSE
0.093548387,0.029032258,0.467741935,0,0,0.141935484,0.267741935,0,310,TRUE
0.175317186,0.089965398,0.412918108,0,0,0.131487889,0.190311419,0,867,TRUE
0.214076246,0.214076246,0.214076246,0,0,0.159530792,0.198240469,0,1705,FALSE
0.327044025,0.287511231,0.283018868,0,0,0.080862534,0.021563342,0,1113,FALSE
0.163265306,0.202569917,0.275888133,0,0,0.185941043,0.172335601,0,1323,FALSE
0.21817095,0.217573222,0.21817095,0,0,0.162582188,0.18350269,0,1673,FALSE
0.211015262,0.207033842,0.242203052,0,0,0.160583942,0.179163902,0,1507,FALSE
0.360315893,0.000987167,0.360315893,0,0,0.195459033,0.058242843,0.024679171,1013,FALSE
0.272795217,0.002242152,0.272795217,0,0,0.20328849,0.205530643,0.043348281,1338,FALSE
0.215339233,0.215339233,0.215339233,0,0,0.160471976,0.193510324,0,1695,FALSE
0.122005988,0.241766467,0.273203593,0,0,0.145958084,0.217065868,0,1336,FALSE
0.172521957,0.225846926,0.228983689,0,0,0.163111669,0.209535759,0,1594,FALSE
0.213200935,0.213200935,0.213200935,0,0,0.158878505,0.201518692,0,1712,FALSE
0.206674473,0.213700234,0.213700234,0,0,0.158079625,0.207845433,0,1708,FALSE
0.248403123,0.217175302,0.259048971,0,0,0.141234918,0.134137686,0,1409,FALSE
0.187612748,0.219482862,0.219482862,0,0,0.161755863,0.211665664,0,1663,FALSE
0.205809642,0.220642769,0.225587145,0,0,0.168108776,0.179851669,0,1618,FALSE
0.212193664,0.21817095,0.21817095,0,0,0.161984459,0.189479976,0,1673,FALSE
0.149171271,0.11878453,0.330570902,0,0,0.167587477,0.23388582,0,1086,TRUE
0.19190326,0.19190326,0.19190326,0,0,0.142481598,0.1829653,0.098843323,1902,FALSE
0.215339233,0.215339233,0.215339233,0,0,0.160471976,0.193510324,0,1695,FALSE
0.217520858,0.217520858,0.217520858,0,0,0.162097735,0.18533969,0,1678,TRUE
0.082742317,0.122931442,0.43498818,0,0,0.087470449,0.271867612,0,423,TRUE
0.228267667,0.228267667,0.228267667,0,0,0.169480926,0.145716073,0,1599,FALSE
0.215346535,0.225247525,0.225866337,0,0,0.16460396,0.168935644,0,1616,TRUE
0.150406504,0.12195122,0.56097561,0,0,0.085365854,0.081300813,0,246,TRUE
0.165137615,0.25758645,0.251235004,0,0,0.122794637,0.203246295,0,1417,FALSE
0.166666667,0.230429293,0.230429293,0,0,0.160984848,0.211489899,0,1584,FALSE
0.218040621,0.218040621,0.218040621,0,0,0.162485066,0.18339307,0,1674,FALSE
0.245625841,0.245625841,0.245625841,0,0,0.176985195,0.086137281,0,1486,FALSE
0.216736905,0.21974714,0.21974714,0,0,0.163756773,0.180012041,0,1661,FALSE
0.211839814,0.211839814,0.211839814,0,0,0.15786419,0.206616367,0,1723,FALSE
0.213076474,0.213076474,0.213076474,0,0,0.158785756,0.201984822,0,1713,FALSE
0.202925046,0.186471664,0.333638026,0,0,0.209323583,0.067641682,0,1094,FALSE
0.217707702,0.22134627,0.22134627,0,0,0.164948454,0.174651304,0,1649,FALSE
0.22324159,0.22324159,0.22324159,0,0,0.166360856,0.163914373,0,1635,FALSE
0.190104167,0.190104167,0.190104167,0,0,0.141666667,0.190104167,0.097916667,1920,FALSE
0.21073903,0.21073903,0.21073903,0,0,0.15704388,0.21073903,0,1732,FALSE
0.192510549,0.192510549,0.192510549,0,0,0.142405063,0.180379747,0.099683544,1896,FALSE
0.06175772,0.06888361,0.363420428,0,0,0.085510689,0.420427553,0,421,TRUE
0.281635802,0.010802469,0.281635802,0,0,0.209876543,0.148919753,0.06712963,1296,FALSE
0.102591793,0.234341253,0.313174946,0,0,0.097192225,0.252699784,0,926,FALSE
0.207868467,0.214327657,0.214327657,0,0,0.152671756,0.210804463,0,1703,FALSE
0.237940026,0.011734029,0.237940026,0,0,0.177314211,0.209908735,0.125162973,1534,FALSE
0.217650566,0.217650566,0.217650566,0,0,0.162194395,0.184853906,0,1677,FALSE
0.240924092,0.008580858,0.240924092,0,0,0.179537954,0.204620462,0.125412541,1515,FALSE
0.178099434,0.229704216,0.229704216,0,0,0.157960982,0.204531152,0,1589,FALSE
0.225447807,0.225447807,0.225447807,0,0,0.168004941,0.155651637,0,1619,FALSE
0.207476636,0.22741433,0.22741433,0,0,0.155140187,0.182554517,0,1605,FALSE
0.224339275,0.224339275,0.224339275,0,0,0.164105716,0.16287646,0,1627,FALSE
0.198506534,0.227131301,0.227131301,0,0,0.163036714,0.184194151,0,1607,FALSE
0.216745843,0.216745843,0.216745843,0,0,0.158551069,0.191211401,0,1684,FALSE
0.072301426,0.194501018,0.365580448,0,0,0.120162933,0.247454175,0,982,TRUE
0.05573081,0.34384858,0.264984227,0,0,0.079915878,0.255520505,0,951,FALSE
0.200727714,0.22134627,0.22134627,0,0,0.157064888,0.199514857,0,1649,FALSE
0.214327657,0.214327657,0.214327657,0,0,0.159718144,0.197298884,0,1703,FALSE
0.219219219,0.219219219,0.219219219,0,0,0.163363363,0.178978979,0,1665,FALSE
0.210526316,0.220810647,0.220810647,0,0,0.163944344,0.183908046,0,1653,FALSE
0.222767419,0.178606477,0.358194308,0,0,0.070657507,0.169774289,0,1019,FALSE
0.212827988,0.212827988,0.212827988,0,0,0.158600583,0.202915452,0,1715,FALSE
0.221078134,0.221078134,0.221078134,0,0,0.164748637,0.172016959,0,1651,FALSE
0.210460772,0.221046077,0.227272727,0,0,0.165628892,0.175591532,0,1606,FALSE
0.237321196,0.007152146,0.237321196,0,0,0.176853056,0.21716515,0.124187256,1538,FALSE
0.211716937,0.211716937,0.211716937,0,0,0.157772622,0.207076566,0,1724,FALSE
0.211226852,0.211226852,0.211226852,0,0,0.157407407,0.208912037,0,1728,FALSE
0.213544844,0.222696766,0.222696766,0,0,0.165954851,0.175106772,0,1639,FALSE
0.215098862,0.218693829,0.218693829,0,0,0.162971839,0.184541642,0,1669,FALSE
0.148099607,0.237876802,0.239187418,0,0,0.171035387,0.203800786,0,1526,FALSE
0.190104167,0.190104167,0.190104167,0,0,0.141666667,0.190104167,0.097916667,1920,FALSE
0.189807592,0.189807592,0.189807592,0,0,0.141445658,0.189807592,0.099323973,1923,FALSE
0.214579659,0.214579659,0.214579659,0,0,0.159905938,0.196355085,0,1701,FALSE
0.213968254,0.231746032,0.231746032,0,0,0.172063492,0.15047619,0,1575,FALSE
0.198573127,0.217003567,0.217003567,0,0,0.156956005,0.210463734,0,1682,FALSE
0.237321196,0.016905072,0.237321196,0,0,0.176853056,0.210013004,0.121586476,1538,FALSE
0.212703963,0.212703963,0.212703963,0,0,0.158508159,0.203379953,0,1716,FALSE
0.147431621,0.242828552,0.243495664,0,0,0.155436958,0.210807205,0,1499,FALSE
0.213950762,0.213950762,0.213950762,0,0,0.15943728,0.198710434,0,1706,FALSE
0.216488731,0.216488731,0.216488731,0,0,0.159549229,0.190984579,0,1686,FALSE
0.058426966,0.017977528,0.408988764,0,0,0.123595506,0.391011236,0,445,TRUE
0.225308642,0.225308642,0.225308642,0,0,0.167901235,0.15617284,0,1620,FALSE
0.120535714,0.23125,0.308035714,0,0,0.172321429,0.167857143,0,1120,FALSE
0.261274159,0.013600573,0.261274159,0,0,0.194702935,0.225483178,0.043664996,1397,FALSE
0.289223455,0.004754358,0.289223455,0,0,0.215530903,0.155309033,0.045958796,1262,FALSE
0.216232227,0.216232227,0.216232227,0,0,0.161137441,0.190165877,0,1688,FALSE
0.244310576,0.00669344,0.244310576,0,0,0.18206158,0.201472557,0.121151272,1494,FALSE
0.219879518,0.219879518,0.219879518,0,0,0.163855422,0.176506024,0,1660,FALSE
0.220144753,0.220144753,0.220144753,0,0,0.162846803,0.176718938,0,1658,FALSE
0.229559748,0.229559748,0.228930818,0,0,0.147798742,0.164150943,0,1590,FALSE
0.190821256,0.220410628,0.220410628,0,0,0.152777778,0.21557971,0,1656,FALSE
0.216360403,0.216360403,0.216360403,0,0,0.161232958,0.189685833,0,1687,FALSE
0.197844496,0.260969977,0.253271747,0,0,0.098537336,0.189376443,0,1299,FALSE
0.214832254,0.214832254,0.214832254,0,0,0.160094173,0.195409064,0,1699,FALSE
0.211247296,0.237202596,0.263157895,0,0,0.186012978,0.102379236,0,1387,FALSE
0.12037037,0.064814815,0.462962963,0,0,0.074074074,0.277777778,0,108,TRUE
0.24268617,0.002659574,0.24268617,0,0,0.180851064,0.205452128,0.125664894,1504,FALSE
0.235572375,0.191106906,0.345316935,0,0,0,0.228003784,0,1057,FALSE
0.214416616,0.222357972,0.222968845,0,0,0.163103238,0.177153329,0,1637,FALSE
1,0,0,0,0,0,0,0,53,FALSE
0.218432077,0.218432077,0.218432077,0,0,0.16277678,0.18192699,0,1671,FALSE
0.240924092,0.007260726,0.240924092,0,0,0.179537954,0.209240924,0.122112211,1515,FALSE
0.167213115,0.23147541,0.239344262,0,0,0.169180328,0.192786885,0,1525,FALSE
0.06626506,0.02811245,0.506024096,0,0,0.168674699,0.230923695,0,498,TRUE
0.052631579,0.052631579,0.789473684,0,0,0.105263158,0,0,19,TRUE
0.196428571,0.308928571,0.275892857,0,0,0.097321429,0.121428571,0,1120,FALSE
0.220144753,0.220144753,0.220144753,0,0,0.164053076,0.175512666,0,1658,FALSE
0.246621622,0.004054054,0.246621622,0,0,0.183783784,0.19527027,0.123648649,1480,FALSE
0.266423358,0.004379562,0.266423358,0,0,0.198540146,0.181751825,0.082481752,1370,FALSE
0.096440873,0.083811711,0.398392652,0,0,0.144661309,0.276693456,0,871,FALSE
0.210860774,0.210860774,0.210860774,0,0,0.157134604,0.210283073,0,1731,FALSE
0.150909091,0.273636364,0.314545455,0,0,0.152727273,0.108181818,0,1100,FALSE
0.098083427,0.095828636,0.402480271,0,0,0.154453213,0.249154453,0,887,TRUE
0.211471611,0.211471611,0.211471611,0,0,0.155272306,0.210312862,0,1726,FALSE
0.216543376,0.244788164,0.22932078,0,0,0.087424344,0.221923336,0,1487,FALSE
0.215158924,0.223105134,0.223105134,0,0,0.166259169,0.172371638,0,1636,FALSE
0.148087876,0.289666395,0.296175753,0,0,0.206672091,0.059397884,0,1229,FALSE
0.219244823,0.22228989,0.22228989,0,0,0.165042631,0.171132765,0,1642,TRUE
0.226701917,0.231328486,0.241242564,0,0,0.160608063,0.140118969,0,1513,TRUE
0.267399267,0.006593407,0.267399267,0,0,0.199267399,0.18021978,0.079120879,1365,FALSE
0.209053008,0.217391304,0.217391304,0,0,0.157832043,0.198332341,0,1679,FALSE
0.216488731,0.216488731,0.216488731,0,0,0.160142349,0.190391459,0,1686,FALSE
0.214765101,0.272184937,0.271439224,0,0,0.093959732,0.147651007,0,1341,FALSE
0.21073903,0.21073903,0.21073903,0,0,0.15704388,0.21073903,0,1732,FALSE
0.221480583,0.221480583,0.221480583,0,0,0.165048544,0.170509709,0,1648,FALSE
0.230148048,0.245625841,0.245625841,0,0,0.179676985,0.098923284,0,1486,FALSE
0.21134916,0.21134916,0.21134916,0,0,0.157498552,0.208453966,0,1727,FALSE
0.221884498,0.221884498,0.221884498,0,0,0.165349544,0.16899696,0,1645,FALSE
0.214076246,0.214076246,0.214076246,0,0,0.159530792,0.198240469,0,1705,FALSE
0.223515003,0.223515003,0.223515003,0,0,0.166564605,0.162890386,0,1633,FALSE
0.212336892,0.216488731,0.216488731,0,0,0.150652432,0.204033215,0,1686,FALSE
0.247457627,0.005423729,0.247457627,0,0,0.18440678,0.187118644,0.128135593,1475,FALSE
0.212085997,0.211504939,0.212085997,0,0,0.158047647,0.206275421,0,1721,FALSE
0.182234432,0.191391941,0.334249084,0,0,0.223443223,0.068681319,0,1092,FALSE
0.239344262,0.011803279,0.239344262,0,0,0.178360656,0.205901639,0.125245902,1525,FALSE
0.24204244,0.014588859,0.24204244,0,0,0.180371353,0.194960212,0.125994695,1508,FALSE
0.236859182,0.010382868,0.236859182,0,0,0.176508761,0.215444517,0.12394549,1541,FALSE
0.239658569,0.003939593,0.239658569,0,0,0.178594879,0.213394616,0.124753775,1523,FALSE
0.259786477,0.009252669,0.259786477,0,0,0.193594306,0.199288256,0.078291815,1405,FALSE
0.216488731,0.216488731,0.216488731,0,0,0.161328588,0.189205219,0,1686,FALSE
0.22027761,0.22027761,0.22027761,0,0,0.162945081,0.176222088,0,1657,FALSE
0.198291641,0.222696766,0.222696766,0,0,0.156802929,0.199511897,0,1639,FALSE
0.267988253,0.021292217,0.267988253,0,0,0.199706314,0.161527166,0.081497797,1362,FALSE
0.20610687,0.230916031,0.232188295,0,0,0.170483461,0.160305344,0,1572,TRUE
0.190793863,0.242161441,0.243495664,0,0,0.170113409,0.153435624,0,1499,TRUE
0.231012658,0.019620253,0.231012658,0,0,0.172151899,0.22721519,0.118987342,1580,FALSE
0.211226852,0.211226852,0.211226852,0,0,0.157407407,0.208912037,0,1728,FALSE
0.220762977,0.228267667,0.228267667,0,0,0.139462164,0.183239525,0,1599,FALSE
0.191752577,0.229896907,0.344329897,0,0,0.119587629,0.11443299,0,970,FALSE
0.199378882,0.225465839,0.226708075,0,0,0.168944099,0.179503106,0,1610,TRUE
0.075855689,0.276595745,0.317298797,0,0,0.13506013,0.195189639,0,1081,FALSE
0.21882494,0.21882494,0.21882494,0,0,0.163069544,0.180455635,0,1668,FALSE
0.24463807,0.003351206,0.24463807,0,0,0.18230563,0.201742627,0.123324397,1492,FALSE
0.213076474,0.213076474,0.213076474,0,0,0.155283129,0.205487449,0,1713,FALSE
0.21822542,0.21882494,0.21882494,0,0,0.161270983,0.182853717,0,1668,TRUE
0.239187418,0.00655308,0.239187418,0,0,0.178243775,0.21231979,0.124508519,1526,FALSE
0.240289664,0.005266623,0.240289664,0,0,0.179065174,0.210664911,0.124423963,1519,FALSE
0.239030779,0.007858546,0.239030779,0,0,0.178127046,0.21021611,0.125736739,1527,FALSE
0.242847638,0.007984032,0.242847638,0,0,0.180971391,0.198270126,0.127079175,1503,FALSE
0.221212121,0.221212121,0.221212121,0,0,0.164848485,0.171515152,0,1650,TRUE
0.190302398,0.190302398,0.190302398,0,0,0.14181439,0.188738269,0.098540146,1918,FALSE
0.21157218,0.213325541,0.213325541,0,0,0.154295733,0.207481005,0,1711,FALSE
0.212209302,0.212209302,0.212209302,0,0,0.15755814,0.205813953,0,1720,FALSE
0.211136891,0.211716937,0.211716937,0,0,0.157772622,0.207656613,0,1724,FALSE
0.239816032,0.009198423,0.239816032,0,0,0.178712221,0.20630749,0.126149803,1522,FALSE
0.201001879,0.227927364,0.228553538,0,0,0.164683782,0.177833438,0,1597,FALSE
0.095170455,0.058238636,0.426136364,0,0,0.157670455,0.262784091,0,704,TRUE
0.216874629,0.216874629,0.216874629,0,0,0.157456922,0.191919192,0,1683,FALSE
0.204410012,0.217520858,0.217520858,0,0,0.157330155,0.203218117,0,1678,FALSE
0.150125104,0.189324437,0.30442035,0,0,0.206839033,0.149291076,0,1199,FALSE
0.060491493,0.024574669,0.525519849,0,0,0.124763705,0.264650284,0,529,TRUE
0.216104204,0.216104204,0.216104204,0,0,0.161042037,0.190645352,0,1689,FALSE
0.231598985,0.217639594,0.231598985,0,0,0.16751269,0.151649746,0,1576,TRUE
0.223789086,0.223789086,0.223789086,0,0,0.166768853,0.161250766,0.000613121,1631,FALSE
0.230971129,0.237532808,0.239501312,0,0,0.169947507,0.122047244,0,1524,FALSE
0.212703963,0.212703963,0.212703963,0,0,0.158508159,0.203379953,0,1716,FALSE
0.212569316,0.224892175,0.224892175,0,0,0.144177449,0.193468885,0,1623,FALSE
0.128294036,0.253120666,0.253120666,0,0,0.155339806,0.210124827,0,1442,FALSE
0.105936073,0.332420091,0.270319635,0,0,0.082191781,0.20913242,0,1095,FALSE
0.199522103,0.218040621,0.218040621,0,0,0.159498208,0.204898447,0,1674,FALSE
0.250686813,0.009615385,0.250686813,0,0,0.186813187,0.171016484,0.131181319,1456,FALSE
0.042372881,0.168079096,0.405367232,0,0,0.103107345,0.281073446,0,708,FALSE
0.218956209,0.218956209,0.218956209,0,0,0.163167367,0.179964007,0,1667,FALSE
0.219482862,0.219482862,0.219482862,0,0,0.163559832,0.177991581,0,1663,FALSE
0.222560976,0.222560976,0.222560976,0,0,0.163414634,0.168902439,0,1640,FALSE
0.218274112,0.230964467,0.231598985,0,0,0.168781726,0.150380711,0,1576,FALSE
0.223602484,0.226708075,0.226708075,0,0,0.164596273,0.158385093,0,1610,FALSE
0.231158961,0.231158961,0.231158961,0,0,0.161494617,0.145028499,0,1579,FALSE
0.299917831,0.277732128,0.29663106,0,0,0.08874281,0.036976171,0,1217,FALSE
0.21778043,0.21778043,0.21778043,0,0,0.161694511,0.1849642,0,1676,FALSE
0.217132659,0.217132659,0.217132659,0,0,0.161213563,0.187388459,0,1681,FALSE
0.225587145,0.225587145,0.225587145,0,0,0.167490729,0.155747837,0,1618,FALSE
0.214453584,0.214453584,0.214453584,0,0,0.159811986,0.196827262,0,1702,FALSE
0.217149907,0.223935842,0.225169648,0,0,0.153608883,0.180135719,0,1621,FALSE
0.139534884,0.197062424,0.390452876,0,0,0.171358629,0.101591187,0,817,TRUE
0.252246026,0.252246026,0.252246026,0,0,0.173462336,0.0691085,0.000691085,1447,FALSE
0.238627294,0.226656026,0.291300878,0,0,0.199521149,0.043894653,0,1253,FALSE
0.076642336,0.032846715,0.45620438,0,0,0.156934307,0.277372263,0,274,TRUE
0.185803758,0.249826026,0.254001392,0,0,0.188587335,0.121781489,0,1437,FALSE
0.08624031,0.20251938,0.324612403,0,0,0.143410853,0.243217054,0,1032,FALSE
0.317980514,0.302922941,0.280779451,0,0,0.055801594,0.0425155,0,1129,FALSE
0.2,0.221212121,0.221212121,0,0,0.15030303,0.207272727,0,1650,FALSE
0.289452815,0.007930214,0.289452815,0,0,0.215701824,0.150674068,0.046788263,1261,FALSE
0.20623053,0.22741433,0.22741433,0,0,0.169470405,0.169470405,0,1605,FALSE
0.27340824,0.005243446,0.27340824,0,0,0.203745318,0.162546816,0.08164794,1335,FALSE
0.21217601,0.220012055,0.220012055,0,0,0.152501507,0.195298373,0,1659,FALSE
0.208804283,0.217132659,0.217132659,0,0,0.159428911,0.197501487,0,1681,FALSE
0.119212963,0.055555556,0.416666667,0,0,0.158564815,0.25,0,864,TRUE
0.219409283,0.220012055,0.220012055,0,0,0.162748644,0.177817963,0,1659,FALSE
0.21974714,0.21974714,0.21974714,0,0,0.163756773,0.177001806,0,1661,FALSE
0.229848866,0.229848866,0.229848866,0,0,0.168765743,0.141687657,0,1588,FALSE
0.224318658,0.238294899,0.255066387,0,0,0.187980433,0.094339623,0,1431,FALSE
0.244474213,0.228399196,0.244474213,0,0,0.176155392,0.106496986,0,1493,FALSE
0.215085445,0.215085445,0.215085445,0,0,0.157925751,0.196817914,0,1697,FALSE
0.124362895,0.158002039,0.360856269,0,0,0.151885831,0.204892966,0,981,FALSE
0.15874177,0.243599122,0.267008047,0,0,0.191660571,0.13899049,0,1367,FALSE
0.213450292,0.213450292,0.213450292,0,0,0.159064327,0.200584795,0,1710,FALSE
0.277989337,0.003046458,0.277989337,0,0,0.207159177,0.095963442,0.137852247,1313,FALSE
0.213825425,0.213825425,0.213825425,0,0,0.159343878,0.199179848,0,1707,FALSE
0.212703963,0.212703963,0.212703963,0,0,0.158508159,0.203379953,0,1716,FALSE
0.215430267,0.216617211,0.216617211,0,0,0.160830861,0.190504451,0,1685,FALSE
0.21584861,0.21584861,0.21584861,0,0,0.160851567,0.191602602,0,1691,FALSE
0.251724138,0.008275862,0.251724138,0,0,0.187586207,0.170344828,0.130344828,1450,FALSE
0.237785016,0.008469055,0.237785016,0,0,0.177198697,0.213680782,0.125081433,1535,FALSE
0.247793618,0.013577733,0.247793618,0,0,0.184657162,0.246435845,0.059742023,1473,FALSE
0.267008047,0.011704462,0.267008047,0,0,0.19897586,0.177761522,0.077542063,1367,FALSE
0.25795053,0.004240283,0.25795053,0,0,0.192226148,0.15335689,0.134275618,1415,FALSE
0.24060646,0.009228741,0.24060646,0,0,0.179301252,0.209624258,0.120632828,1517,FALSE
0.211046512,0.212209302,0.212209302,0,0,0.156976744,0.20755814,0,1720,FALSE
0.191701681,0.191701681,0.191701681,0,0,0.142857143,0.182773109,0.099264706,1904,FALSE
0.236552171,0.009073234,0.236552171,0,0,0.176279974,0.219053791,0.122488658,1543,FALSE
0.229271357,0.022613065,0.229271357,0,0,0.170854271,0.228015075,0.119974874,1592,FALSE
0.237166992,0.015594542,0.237166992,0,0,0.176738142,0.210526316,0.122807018,1539,FALSE
0.169102296,0.254001392,0.252609603,0,0,0.132915797,0.191370912,0,1437,FALSE
0.208578143,0.214453584,0.214453584,0,0,0.158049354,0.204465335,0,1702,FALSE
0.209316038,0.215212264,0.215212264,0,0,0.154481132,0.205778302,0,1696,FALSE
0.211104685,0.211104685,0.211104685,0,0,0.157316368,0.209369578,0,1729,FALSE
0.21073903,0.21073903,0.21073903,0,0,0.15704388,0.21073903,0,1732,FALSE
0.079427083,0.075520833,0.442708333,0,0,0.126302083,0.276041667,0,768,FALSE
0.236705577,0.007133593,0.236705577,0,0,0.176394293,0.220492866,0.122568093,1542,FALSE
0.211716937,0.211716937,0.211716937,0,0,0.157772622,0.207076566,0,1724,FALSE
0.2002442,0.222832723,0.222832723,0,0,0.152625153,0.201465201,0,1638,FALSE
0.242363878,0.005976096,0.242363878,0,0,0.18061089,0.204515272,0.124169987,1506,FALSE
0.215970962,0.220810647,0.220810647,0,0,0.147005445,0.195402299,0,1653,FALSE
0.113712375,0.095875139,0.391304348,0,0,0.143812709,0.255295429,0,897,TRUE
0.204666667,0.221333333,0.243333333,0,0,0.161333333,0.169333333,0,1500,TRUE
0.185003073,0.224339275,0.224339275,0,0,0.161032575,0.205285802,0,1627,FALSE
0.223378213,0.223378213,0.223378213,0,0,0.166462668,0.163402693,0,1634,FALSE
0.215593621,0.215593621,0.215593621,0,0,0.160661548,0.19255759,0,1693,FALSE
0.217910448,0.217910448,0.217910448,0,0,0.16119403,0.185074627,0,1675,FALSE
0.218280216,0.219482862,0.219482862,0,0,0.163559832,0.179194227,0,1663,FALSE
0.185868873,0.23042648,0.232336092,0,0,0.146403565,0.20496499,0,1571,FALSE
0.214201878,0.214201878,0.214201878,0,0,0.159624413,0.197769953,0,1704,FALSE
0.279265493,0.003060444,0.279265493,0,0,0.208110176,0.183626626,0.046671767,1307,FALSE
0.197404002,0.188209843,0.197404002,0,0,0.147106544,0.166576528,0.103299081,1849,FALSE
0.192510549,0.192510549,0.192510549,0,0,0.143459916,0.178270042,0.100738397,1896,FALSE
